分佈,site_id,區/鄉,大學畢業比例(%),曾經結婚比例(%),年齡中位數,所得中位數(萬元),vote10,vote11,vote12,vote13,vote14,vote15,vote16,vote7,vote8,vote9,投票權人數
北,新北市三峽區,三峽區,0.2323,0.6446,39,59.5,0.720624126,0.662329822,0.602796849,0.451959228,0.334029272,0.346776079,0.587347598,0.779680614,0.769413212,0.777321927,45838
北,新北市三芝區,三芝區,0.1784,0.6538,44.8386,49.7,0.730002145,0.651001624,0.587067932,0.460640463,0.337729421,0.353097639,0.579847259,0.784113825,0.759490819,0.759986343,8926
北,新北市三重區,三重區,0.2387,0.6232,41,57.5,0.692069013,0.642715003,0.585854059,0.505757639,0.363124031,0.375506592,0.571181331,0.764713958,0.740156002,0.757280916,167528
北,新北市深坑區,深坑區,0.2468,0.6301,43.1437,60.4,0.698023426,0.650892449,0.588035288,0.452226979,0.35088208,0.358995816,0.592922928,0.788243217,0.767870869,0.775638582,10394
北,新北市石碇區,石碇區,0.1386,0.682,48,51.8,0.753313253,0.667477204,0.582360172,0.508651551,0.320189274,0.344458438,0.558325025,0.766330842,0.729173473,0.74127907,3077
北,新北市石門區,石門區,0.1495,0.6697,42,51,0.742940604,0.666077739,0.585496334,0.453966416,0.314098629,0.321588595,0.580631667,0.792963189,0.759556104,0.769057838,4917
北,新北市樹林區,樹林區,0.237,0.6398,38.8538,58.5,0.705436251,0.651195064,0.588868784,0.472048229,0.346579142,0.355251878,0.578306112,0.779050505,0.754135055,0.766711264,77873
北,新北市雙溪區,雙溪區,0.131,0.7033,51,53.1,0.779558011,0.699216564,0.589772096,0.474140265,0.299686342,0.295525791,0.603679907,0.787974684,0.761500146,0.7786481,3476
北,新北市泰山區,泰山區,0.2424,0.646,38.9774,62.5,0.716221335,0.663941367,0.600041133,0.454309843,0.339763884,0.350054914,0.587765301,0.789274123,0.766963463,0.784421835,32967
北,新北市土城區,土城區,0.2387,0.6284,39.3478,57.7,0.696763876,0.646874497,0.595432688,0.4632088,0.35289667,0.363162157,0.593440712,0.780930895,0.761780001,0.772877749,101064
北,新北市萬里區,萬里區,0.1444,0.6933,45,50.7,0.759863346,0.699877954,0.605618103,0.463790447,0.28006347,0.300541412,0.579997652,0.791695422,0.763402181,0.773828756,8694
北,新北市烏來區,烏來區,0.1654,0.6714,39,61.6,0.759139785,0.712606838,0.635256181,0.424342105,0.294759825,0.302435478,0.616493195,0.815106216,0.78526149,0.790035587,2542
北,新北市五股區,五股區,0.2031,0.6368,39,56.1,0.714932127,0.658885542,0.602305085,0.490447237,0.343120118,0.354236635,0.574844792,0.77670922,0.751862891,0.770252286,35250
北,新北市汐止區,汐止區,0.2803,0.6435,43,63.6,0.686592116,0.643818102,0.593228639,0.425558285,0.362956173,0.370491502,0.599286831,0.788989861,0.771406359,0.781947321,85612
北,新北市新店區,新店區,0.3402,0.6502,45,66.6,0.701598432,0.668776883,0.618340332,0.368448365,0.331032314,0.339713726,0.624166583,0.812702199,0.798131136,0.802146397,140023
北,新北市新莊區,新莊區,0.2548,0.6315,38.6751,59.6,0.697423262,0.651142285,0.591125325,0.477181941,0.358285736,0.365912771,0.584155689,0.772666332,0.75088648,0.773488763,181249
北,新北市鶯歌區,鶯歌區,0.2062,0.633,39,55.5,0.716699828,0.6533053,0.5870122,0.476658209,0.339135737,0.354633572,0.583621043,0.774187114,0.754475777,0.776733356,35091
北,新北市永和區,永和區,0.3642,0.6435,43.8242,69.6,0.693037353,0.658533397,0.613424015,0.380904776,0.341346924,0.354650395,0.613320565,0.803033519,0.785084858,0.798639875,103642
北,新北市中和區,中和區,0.2915,0.6425,42.3411,63.3,0.702520081,0.669315502,0.617729915,0.409360615,0.339105584,0.348320095,0.608471754,0.796574156,0.782879847,0.793085689,183546
北,新竹市北區,北區,0.3194,0.6629,39,67.8,0.710585921,0.671247848,0.609555214,0.425185651,0.333742387,0.348271933,0.591510101,0.790252988,0.765184032,0.788149211,64430
北,新竹市東區,東區,0.4233,0.6719,37.3224,88.6,0.679701905,0.648369457,0.606392745,0.407825866,0.363946033,0.364558174,0.603203093,0.78399546,0.763985553,0.78816587,88100
北,新竹市香山區,香山區,0.2756,0.666,38.2216,64.4,0.729859027,0.675558719,0.612055906,0.435106262,0.322326498,0.3339693,0.602429929,0.799002886,0.777410501,0.790832966,34299
北,新竹縣寶山鄉,寶山鄉,0.2935,0.6792,42.9677,67.4,0.736116796,0.682592439,0.596280088,0.383209673,0.313209637,0.362272538,0.605680034,0.802920723,0.780432631,0.785684328,7190
北,新竹縣北埔鄉,北埔鄉,0.167,0.6812,45,55.9,0.770838014,0.705405405,0.612684032,0.367945824,0.27969959,0.352365787,0.595638777,0.818855687,0.780476303,0.799812251,4317
北,新竹縣峨眉鄉,峨眉鄉,0.151,0.7197,50,55.7,0.796644985,0.731775375,0.643931445,0.385793872,0.245808063,0.2668105,0.588959344,0.797008547,0.777130371,0.785198556,2808
北,新竹縣關西鎮,關西鎮,0.1874,0.6793,45,57.9,0.785070214,0.716691505,0.625543071,0.35695027,0.272857358,0.284578696,0.584450192,0.813824535,0.788056026,0.788338597,13165
北,新竹縣橫山鄉,橫山鄉,0.1671,0.6848,46,67.4,0.794089909,0.728875476,0.59223301,0.346135534,0.260590501,0.278764602,0.596499917,0.813111075,0.784748248,0.790875142,6239
北,新竹縣湖口鄉,湖口鄉,0.2379,0.6587,38,61.1,0.760846316,0.703850065,0.617003269,0.355834137,0.287180241,0.305075815,0.600573671,0.815397842,0.788891222,0.801425235,33732
北,新竹縣尖石鄉,尖石鄉,0.0847,0.6644,34,53.5,0.861057226,0.773648649,0.690256907,0.395216741,0.190756303,0.200791855,0.570228495,0.80670544,0.776221387,0.756239316,2923
北,新竹縣芎林鄉,芎林鄉,0.2466,0.6673,42.4538,61.5,0.754106724,0.69793698,0.631882862,0.351163994,0.287570152,0.298733912,0.580638183,0.801070754,0.778109029,0.785895807,9526
北,新竹縣五峰鄉,五峰鄉,0.0644,0.7113,40,50.9,0.837978271,0.748582231,0.64221486,0.344191097,0.206190976,0.206510139,0.611506141,0.789574062,0.778132992,0.753875969,1573
北,新竹縣新埔鎮,新埔鎮,0.2314,0.6739,43.4244,59.9,0.770213309,0.703801888,0.616151866,0.360938002,0.280132193,0.29887218,0.618048618,0.809601997,0.785262176,0.797695517,15226
北,新竹縣新豐鄉,新豐鄉,0.2563,0.6615,37.3995,64.1,0.759087067,0.701258753,0.626453134,0.373617437,0.290108811,0.29907768,0.593079614,0.808718013,0.780289977,0.795612538,24111
北,新竹縣竹北市,竹北市,0.433,0.7024,36,102.1,0.690795135,0.66010296,0.613743953,0.395610118,0.351587744,0.362565054,0.598295031,0.802496879,0.782520298,0.802773233,76095
北,新竹縣竹東鎮,竹東鎮,0.2786,0.6617,39,66.1,0.750995775,0.701034433,0.626386755,0.342935663,0.299603809,0.309007281,0.607202936,0.813158616,0.788657454,0.802123068,40141
北,宜蘭縣大同鄉,大同鄉,0.0697,0.6981,36.6667,53.4,0.871370499,0.810763381,0.746120059,0.357944732,0.206154987,0.198123827,0.602267127,0.787733589,0.770467836,0.761530913,2087
北,宜蘭縣冬山鄉,冬山鄉,0.2062,0.6701,42,55.9,0.731592357,0.664079679,0.570520856,0.527796581,0.329731841,0.350697151,0.600226603,0.784168213,0.783816643,0.772869116,22638
北,宜蘭縣礁溪鄉,礁溪鄉,0.195,0.6653,43,55.8,0.738063951,0.654366002,0.57267973,0.523436529,0.326272808,0.344539436,0.594718714,0.775801177,0.766963219,0.761135457,15290
北,宜蘭縣羅東鎮,羅東鎮,0.2527,0.6544,39,59.5,0.716441371,0.659322622,0.591891721,0.499889684,0.345472031,0.363624675,0.585990468,0.781794581,0.772392131,0.768228066,30815
北,宜蘭縣南澳鄉,南澳鄉,0.0811,0.6917,34.6591,55.4,0.855077701,0.799636364,0.683699172,0.258859784,0.184300341,0.204874334,0.637724551,0.823891626,0.824823578,0.802816901,2436
北,宜蘭縣三星鄉,三星鄉,0.1677,0.6852,46.3631,54.1,0.727977375,0.683317526,0.587143312,0.539737533,0.317833698,0.339134218,0.581961591,0.775668776,0.760375438,0.753194351,9009
北,宜蘭縣蘇澳鎮,蘇澳鎮,0.1608,0.6793,44,55.4,0.739947409,0.67580573,0.562812674,0.524361696,0.325916746,0.345079937,0.601256357,0.78407727,0.764306836,0.758017662,17497
北,宜蘭縣頭城鎮,頭城鎮,0.1633,0.6756,43,53.2,0.743085148,0.670977795,0.584803998,0.487393658,0.325709345,0.341802115,0.581160147,0.787275064,0.768852862,0.757654092,12448
北,宜蘭縣五結鄉,五結鄉,0.2051,0.6638,42.8032,55.9,0.730406123,0.664651892,0.579818594,0.513321097,0.332360014,0.353256836,0.590411453,0.783884274,0.777869481,0.770178717,17213
北,宜蘭縣宜蘭市,宜蘭市,0.2661,0.6401,40,61,0.71168771,0.658870256,0.597463347,0.476069885,0.336261245,0.353694488,0.595422886,0.787334685,0.786189196,0.778399729,41436
北,宜蘭縣員山鄉,員山鄉,0.1739,0.6639,43,54.5,0.74011976,0.660832578,0.584129885,0.521931674,0.335710684,0.336224969,0.572858133,0.781568454,0.769676885,0.760654518,13542
北,宜蘭縣壯圍鄉,壯圍鄉,0.1678,0.6666,43.3551,55.2,0.739067674,0.673004454,0.598130841,0.549514232,0.351128818,0.350182433,0.590900474,0.780089424,0.758752328,0.753394696,10959
中,雲林縣褒忠鄉,褒忠鄉,0.1472,0.6924,45,56,0.749589641,0.671598174,0.579757976,0.497273527,0.309693971,0.329589394,0.596720671,0.783102386,0.749320916,0.747765255,5196
中,雲林縣北港鎮,北港鎮,0.1969,0.6675,43,58.8,0.763718381,0.69037874,0.604363888,0.508527572,0.315055598,0.324807578,0.603291821,0.783460482,0.75029461,0.764669663,16385
中,雲林縣莿桐鄉,莿桐鄉,0.1683,0.6827,42,54.6,0.759616907,0.686626429,0.592746445,0.514995716,0.30897873,0.327958303,0.594594595,0.77333555,0.743594109,0.742247077,12031
中,雲林縣大埤鄉,大埤鄉,0.1521,0.6912,44,53.3,0.786278381,0.685977126,0.584856397,0.507440839,0.298319867,0.323394495,0.59081168,0.783872235,0.756921447,0.732883955,7639
中,雲林縣東勢鄉,東勢鄉,0.1243,0.7213,47.1489,58.5,0.777994792,0.693646363,0.594536778,0.509996775,0.300983825,0.295420232,0.596412556,0.793639699,0.747013728,0.763092269,5723
中,雲林縣斗六市,斗六市,0.2586,0.6532,39.3626,60.2,0.743873534,0.684399451,0.605343404,0.428602926,0.300665703,0.316046009,0.610771864,0.805929304,0.773246704,0.794530611,48235
中,雲林縣斗南鎮,斗南鎮,0.2178,0.6633,42,56.6,0.761261908,0.697244591,0.608031051,0.463293699,0.307847777,0.324349626,0.582617198,0.795129805,0.761263567,0.779842892,19876
中,雲林縣二崙鄉,二崙鄉,0.1346,0.7055,45.5301,56.2,0.76653249,0.681564792,0.587920117,0.551657636,0.300907912,0.327074803,0.590033855,0.764456836,0.737461886,0.738852837,9684
中,雲林縣古坑鄉,古坑鄉,0.1675,0.6925,45,55.6,0.772899927,0.695236706,0.607894737,0.467330879,0.283689522,0.310190703,0.608993004,0.789187949,0.766113319,0.770622797,13078
中,雲林縣虎尾鎮,虎尾鎮,0.2255,0.6667,40,63.5,0.748543299,0.676789515,0.591481744,0.445571803,0.301818922,0.326939457,0.599144538,0.792685932,0.763993035,0.782695106,28411
中,雲林縣口湖鄉,口湖鄉,0.1193,0.7061,45,50.6,0.79943316,0.700360326,0.608526396,0.542896552,0.282349492,0.293568974,0.60987861,0.786184211,0.752379956,0.747941207,9728
中,雲林縣林內鄉,林內鄉,0.1677,0.6691,42,52.5,0.774295818,0.694512494,0.601156781,0.459919227,0.307335423,0.320378549,0.593957063,0.794822504,0.76426799,0.765777489,7803
中,雲林縣崙背鄉,崙背鄉,0.1368,0.7004,44.7279,56.4,0.772703684,0.696422952,0.601210982,0.505878745,0.308182784,0.312432198,0.588846241,0.766803233,0.740802863,0.76529926,9031
中,雲林縣麥寮鄉,麥寮鄉,0.165,0.6721,37,62.8,0.763418903,0.691471867,0.596414133,0.439550141,0.290775083,0.295773802,0.598825461,0.767905656,0.740093897,0.782188043,16196
中,雲林縣水林鄉,水林鄉,0.118,0.7134,48.2857,53.8,0.793080579,0.699855379,0.592180617,0.570245334,0.317075944,0.308265505,0.599047968,0.786250447,0.74087547,0.750900793,8393
中,雲林縣四湖鄉,四湖鄉,0.1135,0.7222,47.804,55.2,0.773136247,0.706188248,0.590801887,0.517137097,0.273237179,0.294504904,0.591164196,0.781531532,0.749606074,0.761986793,7104
中,雲林縣臺西鄉,臺西鄉,0.1291,0.719,45.5586,58.1,0.783361065,0.715570857,0.613203318,0.462604487,0.261707677,0.288094966,0.617464377,0.794457,0.759874,0.778194579,8407
中,雲林縣土庫鎮,土庫鎮,0.1628,0.6915,42.2415,57.3,0.760209598,0.689526495,0.595127708,0.494002812,0.299889277,0.326419121,0.594579946,0.783902783,0.747263592,0.760702131,11356
中,雲林縣西螺鎮,西螺鎮,0.1791,0.6737,41,58,0.73391828,0.682814971,0.591149516,0.505090095,0.307853235,0.331028522,0.597494305,0.790394701,0.750154503,0.774948344,18115
中,雲林縣元長鄉,元長鄉,0.1205,0.7232,48,53.9,0.781327577,0.697199913,0.601493183,0.523312236,0.286602977,0.305486845,0.587192475,0.773469628,0.737810707,0.738990716,8511
中,彰化縣北斗鎮,北斗鎮,0.2102,0.6602,39.5115,55.7,0.774850377,0.716130733,0.622165253,0.451474878,0.295014856,0.321558993,0.597215488,0.806484364,0.771916535,0.78329479,14774
中,彰化縣埔心鄉,埔心鄉,0.1937,0.6621,40,52.1,0.765150205,0.689615139,0.599755842,0.457242178,0.290260423,0.308726401,0.602297593,0.787746302,0.754512417,0.772465961,16697
中,彰化縣埔鹽鄉,埔鹽鄉,0.1858,0.6764,41,51.9,0.7908869,0.722197551,0.62124072,0.406750789,0.251048418,0.271238095,0.61359262,0.815648929,0.772691706,0.793677638,15541
中,彰化縣大城鄉,大城鄉,0.0886,0.7354,46.35,52.9,0.804291045,0.712863706,0.615267755,0.450696379,0.241156333,0.264053537,0.610461538,0.809628446,0.77374924,0.766847717,5006
中,彰化縣大村鄉,大村鄉,0.1978,0.6603,39.5842,53.5,0.762454469,0.691111746,0.609661616,0.444249986,0.276055371,0.314465409,0.600715137,0.80806142,0.775517424,0.781233433,17193
中,彰化縣二林鎮,二林鎮,0.1596,0.6811,42,55.6,0.774554091,0.710675752,0.619478571,0.429629975,0.267860527,0.305392927,0.592016744,0.810420036,0.767349927,0.774812918,20403
中,彰化縣二水鄉,二水鄉,0.168,0.6888,46.3382,54.9,0.777416417,0.720042278,0.656175928,0.486286234,0.296923284,0.288975426,0.578624429,0.779561043,0.750140056,0.753470294,7290
中,彰化縣芳苑鄉,芳苑鄉,0.1132,0.7077,44.3386,50.7,0.789125367,0.713182942,0.610142631,0.492860804,0.251140858,0.283684658,0.601626678,0.808749701,0.77207908,0.771875496,12549
中,彰化縣芬園鄉,芬園鄉,0.1653,0.6785,42.2467,50.5,0.772571851,0.708019578,0.611392168,0.443916084,0.308496609,0.290359493,0.604598605,0.808564232,0.770874555,0.772828941,10322
中,彰化縣福興鄉,福興鄉,0.1875,0.6571,39,50.4,0.773422283,0.708429476,0.631653551,0.494274809,0.281907224,0.317084101,0.598163694,0.796361413,0.770969754,0.77141084,19623
中,彰化縣和美鎮,和美鎮,0.2224,0.6507,38.1472,52.6,0.747160337,0.685359089,0.60169678,0.438553277,0.305500982,0.318190752,0.592832878,0.810638617,0.769705243,0.782093449,40024
中,彰化縣花壇鄉,花壇鄉,0.2131,0.6492,39.3824,51.7,0.769072718,0.710651685,0.642074771,0.443428729,0.293105834,0.285688057,0.587012482,0.806824672,0.755829771,0.778486739,21012
中,彰化縣鹿港鎮,鹿港鎮,0.2051,0.6559,38,52,0.770741971,0.696350253,0.613338473,0.479687061,0.285933597,0.300031261,0.590228958,0.806980532,0.768744917,0.78682535,37447
中,彰化縣埤頭鄉,埤頭鄉,0.1723,0.69,40.9029,54.6,0.772634552,0.6775726,0.608972864,0.449724674,0.288220161,0.303941583,0.610230137,0.782577509,0.776084502,0.790382744,12547
中,彰化縣社頭鄉,社頭鄉,0.2001,0.6615,40,52.4,0.771388848,0.708733974,0.585254839,0.468367651,0.281226286,0.299033254,0.607623674,0.798924564,0.768739196,0.781219145,19341
中,彰化縣伸港鄉,伸港鄉,0.1853,0.6606,37.558,49.7,0.755857945,0.683033784,0.601745806,0.439343658,0.290330568,0.307969439,0.607848183,0.833855799,0.787899994,0.791679858,15950
中,彰化縣田尾鄉,田尾鄉,0.1812,0.6629,41,53.2,0.771170205,0.694302524,0.617799829,0.450022751,0.279163439,0.300606343,0.606372629,0.802822485,0.778104627,0.78136,12613
中,彰化縣田中鎮,田中鎮,0.2078,0.6602,41.6825,56.5,0.777218152,0.696741984,0.626320107,0.441520165,0.273092579,0.303737581,0.585361851,0.806236559,0.760998811,0.763067141,18600
中,彰化縣溪湖鎮,溪湖鎮,0.2129,0.6537,38,55.6,0.759929743,0.690886352,0.613914434,0.428685227,0.286071256,0.311311595,0.604541234,0.806446295,0.784948479,0.786461794,24262
中,彰化縣溪州鄉,溪州鄉,0.1499,0.6879,42.5978,53.9,0.780992067,0.701382114,0.597123465,0.501749364,0.312505159,0.313148071,0.577829983,0.792357668,0.766704318,0.765367965,11698
中,彰化縣線西鄉,線西鄉,0.1852,0.6608,39,49.4,0.770483588,0.69955499,0.603838332,0.435623665,0.324642127,0.295246568,0.611769352,0.823110766,0.774180865,0.779507982,7728
中,彰化縣秀水鄉,秀水鄉,0.2145,0.6556,38.0721,52.8,0.758437041,0.693835015,0.615553482,0.455216589,0.294663061,0.309218915,0.585974803,0.800156784,0.760605717,0.772476341,17859
中,彰化縣永靖鄉,永靖鄉,0.1963,0.6587,40,52.4,0.770560591,0.693196698,0.599320498,0.45470462,0.304029304,0.324173933,0.592308614,0.801505174,0.770228278,0.77336725,17008
中,彰化縣員林市,員林市,0.2647,0.6491,39,58.4,0.748497441,0.68630394,0.607361963,0.43110162,0.304498896,0.312788934,0.602204126,0.797002624,0.769112979,0.781230809,54114
中,彰化縣彰化市,彰化市,0.2759,0.6499,39,58.2,0.740671242,0.688518979,0.622414448,0.450582393,0.318575133,0.320984843,0.585729177,0.797960283,0.763064663,0.775434626,107662
中,彰化縣竹塘鄉,竹塘鄉,0.131,0.71,44.3878,56.3,0.783409437,0.68049922,0.580191595,0.465415468,0.26600218,0.287552974,0.60382743,0.792820849,0.752039967,0.754214876,6101
